name,countryCode,countryName,year,tei,isai,isli,soi,tpi,auci,uai,notcd,tasi,l3ai,cjci,cjli
Rabobank (NL),NL,Netherlands,2015,689820000000,27321000000,49216000000,191230000000,15968739654243,215000000,8812000000,2892704000000,4337000000,2470000000,271246000000,99861000000
RBC (CA),CA,Canada,2015,782632401026,84583006479,94571986448,188118579356,24960139970798,2262059299503,133669540836,8007707935958,44695819403,3721939668,265604949148,181093921732
RBS (GB),GB,United Kingdom,2015,970342802731,155835819893,175584167875,126387605816,50112642208229,116499761575,57063832691,28318905922580,17907214390,5321888412,302170447605,201148579622
Santander (ES),ES,Spain,2015,1392281703671,95916740000,155549967971,305481788344,9294234815212,900911000000,29892453484,4332572007000,34398027000,2396413000,898638030444,818615430166
Sberbank (RU),RU,Russia,2015,374736722725,27238155165,12965827934,48328078345,1788274011129,1449049030,2755548327,45406428590,13943843062,5015271493,83516789950,51387319582
SEB (SE),SE,Sweden,2015,309184477553,33375691231,43189538905,93999645313,5643514286649,783067601621,16455300000,1602255626474,14678207371,283792039,99349855181,161472499424
Shanghai Pudong (CN),CN,China,2015,845964745017,65777859945,203644802411,109159857550,9653568724302,705535232036,63965930285,184146678947,12269230757,1680546113,8543851333,32756508567
Shinhan (KR),KR,Korea,2015,327869445465,24293832924,48208772295,53366513414,579200254676,57708748295,6421802884,135462701794,20966754048,2982757112,17056246789,18452696993
SMFG (JP),JP,Japan,2015,1501357941115,221586829273,140848149839,231710190025,24220550054123,92540675401,55247618765,4759236413480,75547888762,6339047880,337721750207,169694123206
SMTH (JP),JP,Japan,2015,462200439537,57164187463,29095643746,81845060446,21414997062657,2331170764237,127885863,1218417975747,19704448138,3494163448,68904547655,70957671954
Société Générale (FR),FR,France,2015,1246605088450,151299095823,183431558910,207295785096,29794263715758,4026206231551,109759206590,16151621647319,106957934606,8799728339,453300042096,298111113309
Standard Chartered (GB),GB,United Kingdom,2015,675623495765,125127215918,148287866230,113923027439,29799111778204,831886653626,29497565898,5587158077225,42604023138,2717920455,434519151187,445189675663
State Bank of India (IN),IN,India,2015,464513895194,14868188945,5538336777,16490627915,1411628413556,30671674982,11996418,79905950632,9947725094,1112293849,44028219907,59003398449
State Street (US),US,USA,2015,232142351470,27573128496,155238299773,79330805531,72320823100802,19525927345796, -   ,1175412367706,40044929724,2268196932,75460641115,119768531250
Toronto Dominion (CA),CA,Canada,2015,784903069332,75791922638,38755281887,180335654002,15415054681105,239238151804,71909353910,4266123339786,29558135098,2437814237,319144380894,274490504192
UBS (CH),CH,Switzerland,2015,844751621581,135297005034,113095803605,207525611425,23777953132707,3083520488864,112851868933,15611797297146,76309655957,8066451314,478298961653,480409180388
Unicredit (IT),IT,Italy,2015,975720752700,154994691000,212527049000,176062254000,10627049153000,327758518000,62274603000,2484036947000,54357705000,5632545000,498564893000,364367575000
US Bancorp (US),US,USA,2015,476256176988,13763203818,12847432715,131589969660,7564474141826,1109579314537,21691007619,178331955504,11739689535,3394874620,4385964911,30628272245
Wells Fargo (US),US,USA,2015,1971230453323,174071220684,142334091087,523979942019,32270589828552,1886102690872,398458634983,5311178262827,143911081075,25410122159,109840176333,125702239341
Westpac (AU),AU,Australia,2015,595595556278,49829347668,89850005985,215079637123,30047655691266,490702826,2050547090,2581409489637,12517285362,1267134375,76058657917,127573742197
ABN AMRO (NL),NL,Netherlands,2014,421311041358,93717193363,55090776712,84726039000,3882985969572,231073836000,5587645956,1097406000,1668333000,2005282000,114311106000,118152252000
Agricultural Bank (CN),CN,China,2014,2376995566256,144917984159,128342741102,200970081224,30693422487833,658727936564,40202340661,135617848634,9812121422,41277764539,26113517885,52189933759
ANZ (AU),AU,Australia,2014,609640516523,49951783685,104928653353,167511767544,13313243891495,4839840854,5911389846,3167932430862,24411153829,465978825,177664036750,139779486193
Banco Bradesco (BR),BR,Brazil,2014,340662856984,23477899396,6180950954,102536588691,6624254731189,278032762281,24861405859,28599798463,38636159475,15207848602,5278397552,989550408
Banco do Brasil (BR),BR,Brazil,2014,430079153893,29798206893,10666604715,113907233786,5907280557551,245864883871,28023076091,12783867703,15581893499, -   ,12436868359,27796768951
Bank of America (US),US,USA,2014,2314674211684,251515059841,187447206255,411589538959,76751816545195,114945226975,367277382607,42858215580292,189106803488,18338687102,288286796948,229524750959
Bank of China (CN),CN,China,2014,2479278619152,200567822293,196864433149,234592743230,58635190044488,846248438110,58267602460,487738393856,49610260201,4037660222,284928208450,533191298514
Bank of Montreal (CA),CA,Canada,2014,463079321088,83175619704,41332690745,141557661625,14506673680362,100186304479,33343641468,2753912393996,23145921921,1599087677,155182551363,149584367477
Bank of Nova Scotia (CA),CA,Canada,2014,646821678820,82069978661,47382878471,182349385607,11082133874546,179504081618,35660982718,3269006651224,41157016992,2919718410,236310786441,189918627588
Barclays (GB),GB,United Kingdom,2014,1940281801742,281661396515,324973851876,243981346933,40504697082223,167985155743,333114115984,38237786608333,112857715589,41522920356,683549877786,551933540564
BBVA (ES),ES,Spain,2014,723166992522,36749237012,63938760947,147321214433,4796775305992,635711607000,31434800000,1778441174670,19155472223,762164000,302419686000,328071436000
BNP Paribas (FR),FR,France,2014,2252752478119,254082085996,418504801310,336180669708,43413380658571,4554000000000,161588169825,35228738603994,206934742335,27409916507,989428891145,756816441289
BNY Mellon (US),US,USA,2014,344808335565,48963017898,204721192755,55084424704,180025855456151,20288944083950,4039205998,977627872987,20616917892,74128984,77558685485,143049995953
BoComm (CN),CN,China,2014,1066590939804,101996749186,164955412310,71824013874,12624165998075,552044638511,60242309850,222505373645,4964341591,141325406,47182780711,85672124786
BPCE (FR),FR,France,2014,1336599935438,183786959676,212805247736,290410344558,32434761032316,74300000000,36346345378,10737927572333,18866518500,15388353000,248223020997,117760073000
Caixa (BR),BR,Brazil,2014,357971354436,4675121635,6769213309,88664956089,9993602004805,69202593417,740534580,3205531641,7076666549,37954463,1427965970,5038621727
CaixaBank (ES),ES,Spain,2014,376672805186,12730192769,25678126631,77206892145,2688873837109,97896360588,103159815,454657526580,3780582131,965353000,13262781000,17206276000
China Construction (CN),CN,China,2014,2527644343800,128227313343,161124875906,228539636744,18961035664078,568289496339,52945002627,238891556879,13949717321,24183004907,51247946653,98761613916
China Everbright (CN),CN,China,2014,472233116536,25167599910,76315586691,40757981771,7980017925431,376352609022,36505745791,30872501827,4970142504,26805382,4992701489,7567610582
China Guangfa (CN),CN,China,2014,292523476972,37156307872,73388801704,2587648284,3400330973197,112338702903,12505639707,117299954512,960083863, -   ,4494210504,2425121413
China Merchants (CN),CN,China,2014,809579147122,35715769875,109020227948,69608375799,10480621293969,470288608852,41001600763,183402557877,7035842745,124605217,27894287181,10615492681
China Minsheng (CN),CN,China,2014,679901498030,43469109348,129706547525,64613361102,12108925195026,395982000663,19388933430,95155391298,4799225017,6900395,4816406939,7758730296
CIBC (CA),CA,Canada,2014,322224148590,18556081916,12574649078,87926146686,5802083931484,965960321330,25973455164,1255107694555,26245752682,1650878191,43407186230,59923369120
CITIC (CN),CN,China,2014,672664280372,63472623808,99244273686,39535948282,9766856904502,336832982829,51360306640,217908250594,6176517404,33971177,17588975236,15956102819
Citigroup (US),US,USA,2014,2278129891594,261296433703,377730829610,416611481964,226394371252387,10312634055073,305388353666,45261584735601,138893007235,35432007266,686041512575,623044230606
Commerzbank (DE),DE,Germany,2014,655685600000,162975122040,192094670463,78549000000,28472574364552,76320000000,35873000000,5009289437161,49525000000,5722000000,234707000000,128949000000
Commonwealth (AU),AU,Australia,2014,668715422729,38472135530,97611658330,244815294446,8100340212765,502393958,3746038170,2185436794527,39664117536,466653180,99911659623,149992582158
Crédit Agricole (FR),FR,France,2014,1723005588963,169965768571,191824783128,261774083905,22645227825055,2353000000000,66712832551,13018629173734,52721486849,6566174830,307131851684,294990372037
Crédit Mutuel (FR),FR,France,2014,695303551377,83507573571,50607025781,142326972239,8889415508840,289553547471,2453460000,611213094822,30340100494,6997893832,77468153455,43193170285
Credit Suisse (CH),CH,Switzerland,2014,1091058271516,217511473995,159682235678,229885745367,28318892274667,136393878852,197432616686,40314247321853,88444720545,32796074504,552025116204,582072521381
Danske Bank (DK),DK,Denmark,2014,494215851366,80384553274,15645749639,166144126919,327370870313,87010597130,22099979678,6285098104067,2706943815,1033134996,180527809160,306374273229
DBS Bank (SG),SG,Singapore,2014,323824647167,59388131442,43121424848,56591452682,5074979170827,649548533287,12502802337,1160829492665,7084942082,527462947,149484369107,120597832812
Deutsche Bank (DE),DE,Germany,2014,1659337426662,256612889126,192667863261,229542207105,135495731895991,2203825688869,280100000000,47271160199588,70196278217,28480571242,826030516000,559185519000
DNB Bank (NO),NO,Norway,2014,332370633271,53039476119,24759751381,91214657863,7448913806788,155607166407,16480800913,814703895119,2176149652,12070906314,122208913840,89258891974
DZ Bank (DE),DE,Germany,2014,355518687186,141834128062,119363469236,87103793563,4687097466634,634806987991,20478410000,856835255280,30933791963,3747110954,80184949820,27604445866
Goldman Sachs (US),US,USA,2014,1222315295892,269294951127,93406638709,270387118165,9312490738532,834477391077,284984762518,44047952414756,122515443600,36789391337,274474919831,238705213858
Hana Financial Group (KR),KR,Korea,2014,359008489724,19779362251,28083553308,25417153026,2751660569817,128822754807,12895644840,287578679431,6332179886,1856778584,24395619010,31097271868
Handelsbanken (SE),SE,Sweden,2014,334417227261,25767966798,44297033761,157075078592,10942048072191,169594378587,540156605,677759359659,6497274132,170558075,135564576435,81016097208
HSBC (GB),GB,United Kingdom,2014,2679723747325,275978090905,328865003047,343689152631,73504639543566,5246025865404,354704719723,22476199665310,48417758034,14522691713,1279307306463,1254072976494
Hua Xia (CN),CN,China,2014,313712663891,17163804718,43409060613,19068446555,5746532783234,142648557103,20194272608,26252819790,1341994210, -   ,724674219,1038111412
ICBC (CN),CN,China,2014,3149338256983,168366656734,165813427210,263324928176,34259346975238,773489607160,68032398469,335673450998,45543804098,20582021751,121499766881,153381536430
Industrial Bank (CN),CN,China,2014,703036079067,124931436838,192797542162,68095033676,9430820929725,627145224808,41745401817,196248031040,23716303616,19397940436,1640668448,7918475558
ING Bank (NL),NL,Netherlands,2014,1163853400000,108188000000,103564000000,137374000000,20698585693227,163305000000,24869000000,3548041000000,21129000000,1603000000,490600000000,436487000000
Intesa (IT),IT,Italy,2014,695873052800,104846257573,73097549928,172045060227,10162252837274,444164582000,26707138421,2432326099000,20124129108,6128061000,119438000000,132198000000
Itaú Unibanco (BR),BR,Brazil,2014,435008853675,29327661091,11313467846,122657543475,10598924293837,207648558580,17099596411,185292062543,17284083959,1923184401,111535230519,18698909861
JP Morgan (US),US,USA,2014,3083035171627,380055185101,470167202278,528463059320,266183904259532,17377262178202,404166049127,53758626993373,266275430493,41559179660,507615517921,515279631260
Lloyds (GB),GB,United Kingdom,2014,1107113749760,38861214519,78565926278,216311464808,36204728355816,13348311717,26584927452,9335566821634,2373860572,6853254587,88229554468,143896520682
Mizuho (JP),JP,Japan,2014,1481882446692,69413666057,146969891445,194581541478,46702248008781,956670148759,63526939815,7680046045856,70471000702,9755031159,303755646456,219405137731
Morgan Stanley (US),US,USA,2014,1055295827890,182612945483,97487740762,202772954553,9587882171030,1296298923307,272913269225,28429198992891,236368349513,18233259213,288408697945,245598544724
MUFG (JP),JP,Japan,2014,2329337231630,170840172109,184226606331,259740322135,61492833896823,1264160527687,68649827499,9398792829987,100822706448,9742243776,603034157359,411291140801
National Australia Bank (AU),AU,Australia,2014,599658979248,114069053923,71002764879,178131340237,17460198693166,532106008692,3988131366,3147162318238,17968507661,4603816847,166425247886,223195765137
Nomura (JP),JP,Japan,2014,539560195649,96743553807,68005187019,51735174119,5749825031555,213603638564,89279145753,20477969197365,36965675274,4131378000,169604594758,118523292807
Nordea (FI),FI,Finland,2014,654514600000,105788000000,60002000000,241255000000,29011786181710,614800000000,53975000000,6375089000000,39204000000,2764000000,395086000000,393005000000
Norinchukin (JP),JP,Japan,2014,659318022442,80864260327,66686341905,50110000184,2767746753064,46277937259,281966549,213394232538,92928841362,10518453960,340952235924,137947902634
Ping An (CN),CN,China,2014,372753521796,16731668132,53716372444,26683929894,8663870579154,239515909965,17197908595,108493347718,1259231604,64226757,2086651189,13089300843
PNC (US),US,USA,2014,378819768742,15349641718,6870933205,64273786376,2140228153611,140845070493,10493369579,229313071526,13495273872,8449046211,4400790711,2190099663
Rabobank (NL),NL,Netherlands,2014,728314700000,34512000000,44830000000,201592000000,13311174541918,8501000000,109089000000,2638888826000,1120000000,3976000000,232257000000,77817000000
RBC (CA),CA,Canada,2014,746628355907,64121721053,97475213536,182626783109,20281333031533,2512731895545,165933360610,6935138139220,24677505509,4471162625,235641474772,138710737384
RBS (GB),GB,United Kingdom,2014,1410546796255,198053665354,203226344772,135289510800,50421669428471,141047631224,123200667564,38224419038688,30842213367,6813454870,472797534814,349138528568
Santander (ES),ES,Spain,2014,1455593200138,137532722000,223168534811,318504310181,13052266064438,943103887588,29593583869,4117354000000,43702820613,2557074000,826402725377,724955597637
Sberbank (RU),RU,Russia,2014,399974417256,37584819509,63697962402,38045860897,1312017182034,1968563802,1950397994,61901931115,13091803678,5373460321,129056213833,116030044928
SEB (SE),SE,Sweden,2014,310460432190,35795003894,48244555207,100962189487,5680476149746,720004257617,18181296075,1442570160551,17091223869,3552432658,94979490553,110347869922
Shanghai Pudong (CN),CN,China,2014,700519560680,37502890086,120481059362,60291537072,7522967859224,408099356447,41720321533,103050210668,11214790697,869244139,8137424004,47625933193
Shinhan (KR),KR,Korea,2014,305790334720,26705882510,42148507529,36593913336,556953575099,44633327622,6166676488,106898734450,2343521168,1785701568,14274533558,16835017683
SMFG (JP),JP,Japan,2014,1316425793203,205424884804,149002186132,215367727441,18815811604970,88655057837,32788928290,4523227591464,81268820849,7531839490,292252255083,147323220620
SMTH (JP),JP,Japan,2014,347258541379,47953331355,44428301933,72196739453,18135847731393,1923864205365,154465338,1130522463485,16336611627,3508256028,58340276668,57670346182
Société Générale (FR),FR,France,2014,1409198164715,122442229117,176915792524,200579046234,27650483686410,3854000000000,94506545168,18527798598182,108455048632,7166219567,426598772707,336572966141
Standard Chartered (GB),GB,United Kingdom,2014,714448483726,161793004280,149839636255,118884715052,26296209585683,752318690729,40209381455,5885030890021,46676288632,3073058234,454535046764,439149987865
State Bank of India (IN),IN,India,2014,426071325739,16027464048,2639354801,14191396023,1227660366615,19845171731,11261878,92851461054,5429047670,1457031533,41238820135,53577296103
State Street (US),US,USA,2014,240681702616,31600511506,176294266623,49507461519,58491697781471,17837080974248, -   ,1020663507635,27989984365,4485778768,61435389208,114324190816
Toronto Dominion (CA),CA,Canada,2014,777185145139,64632458929,31034635566,182818488216,15134498556680,240518653894,13144713076,4252684340823,47437132898,2148901372,267490483516,233266776628
UBS (CH),CH,Switzerland,2014,812012132807,127756154305,118840651980,185552228798,18564431220960,2795006303691,115207085780,19934723877253,71377537662,9804557547,467602417470,448829712887
Unicredit (IT),IT,Italy,2014,1034420948187,151185360625,214723145115,186115187837,9690155446975,265045344000,71933078800,2498951482000,42445005000,6919402000,438079739000,642944193634
US Bancorp (US),US,USA,2014,443749032427,12461905945,11511407633,143740219164,6401940535284,907737419118,22664525174,112346594241,11391153947,3092002308,2629107983,26959064341
Wells Fargo (US),US,USA,2014,1805248580098,137556214549,140714109287,486189770443,28247349491111,2059138457500,138111358277,4648009227266,111375504545,26623836600,82811959518,121485874371
Westpac (AU),AU,Australia,2014,609621935045,42393802020,93257040488,203662860538,25905038728199,575527008,1600917122,2283686730720,11476835934,1223953065,65648150270,116946840693
ABN AMRO (NL),NL,Netherlands,2013,421707625300,52974052000,44558413326,84892000000,574979281408,112395912000,4056256000,947002000000,1125000000,1321000000,94970361000,117309071000
Agricultural Bank (CN),CN,China,2013,1932721339292,82506138559,97299469608,128435160946,25049375119737,429497072443,29354661043,98942401185,12007042700,25342132738,17900132986,34020792732
ANZ (AU),AU,Australia,2013,535462365720,47859340467,101909398464,155214225460,14311565876087,3949944886,1646891006,2455444141124,21345717429,221098360,157796148562,113591389449
Banco Bradesco (BR),BR,Brazil,2013,291202050865,25235355723,5514982060,98562156631,6632523662233,262483278656,14610966279,27811646707,11530700700,12821980611,33755441766,32641828886
Banco do Brasil (BR),BR,Brazil,2013,397862133752,20571017561,8217655252,110525628408,6767726138153,316548941731,21854149089,14116963369,13509872002, -   ,12465618872,23365008002
Bank of America (US),US,USA,2013,1954634879015,213138031218,159471059307,354423363610,60695369406175,98752809754,282987020379,39799312612933,147297459139,23043289090,280975273588,178175621693
Bank of China (CN),CN,China,2013,2022374107171,182586147393,223642169705,144988921266,43943929919122,600946677578,7621420289,447539855535,47306594734,3817896548,209665473366,411630955099
Bank of Montreal (CA),CA,Canada,2013,435279642059,78180374885,33531625654,119490880642,11174795737431,88044441410,28233592119,2278674791640,23085018062,1633496012,127667155606,117585395672
Bank of Nova Scotia (CA),CA,Canada,2013,629364061669,115598031169,93804548343,171641499488,10578227177950,153080713644,28977238087,2245796469100,8564457110,2620816577,196773971089,157406169986
Barclays (GB),GB,United Kingdom,2013,1962639608733,259692132158,162232764377,243855467750,39112492711111,236255743235,312619739148,48244294101830,157026508308,39479758055,701445363912,583873016083
BayernLB (DE),DE,Germany,2013,289756515207,72793348768,108240194028,78342672928,2694467213243,85168140000,6952976502,1425525731252,3941387000,4478000000,70053711000,20748712000
BBVA (ES),ES,Spain,2013,681163781045,36559898772,47165522316,146605252604,6048306380273,573882175000,26197779000,1809907273698,32632698039,887390000,260238663000,275213945000
BNP Paribas (FR),FR,France,2013,2031623066564,205328777047,435011482561,313862014043,49556784210088,4181078260996,189229793993,39104387000000,185202857739,20589658829,876694955322,584177379247
BNY Mellon (US),US,USA,2013,297053295479,57510695352,166634036607,44308607040,120570355968877,17105657304169,4234645781,839569283895,28238706389,100790370,62921470493,119008773778
BoComm (CN),CN,China,2013,920854188111,88537848577,117172629631,52437987438,10638095512554,337010456925,37661424664,245557246207,5309434561,25511732,42272438855,46854032270
BPCE (FR),FR,France,2013,1235027000000,106016000000,161284000000,261906000000,24395138554522,80900000000,48513000000,10521128000000,6329000000,14959000000,236908000000,57925000000
Caixa (BR),BR,Brazil,2013,324550624791,5502482573,5485014151,61955825404,6402416661035,50840231615,174975442,1858991528,5211022072,10117828,993352776,2935935968
China Construction (CN),CN,China,2013,2119525922446,162557999984,104057463952,178972165519,17021423806812,371321340804,41020708905,241728173874,40964015752,1241169710,28920571062,60764709747
China Everbright (CN),CN,China,2013,382999606102,27830215861,59177682749,18858439871,7362189246592,205460948318,23008468027,27057646989,1544377481,37129751,4120923222,4203164422
China Merchants (CN),CN,China,2013,602952547050,58148669291,79267855900,42412939045,6446274115692,222445054425,29881663955,79061096572,9271456823,25391958,17489662824,30237083484
China Minsheng (CN),CN,China,2013,489204390919,27882869834,69337630959,36861830679,6684017472386,234360829803,13237354952,45704926375,2642053805,14013487,2521067007,3456088005
CIBC (CA),CA,Canada,2013,316663475271,16037749958,9711104077,77535284163,5591574491581,829288392020,23636843033,1256604414081,27578785568,1525435894,40336604183,54445829184
CITIC (CN),CN,China,2013,571978354557,47972369377,73621181218,29895677441,8194221578846,245107736678,43726030442,123513213329,3536855954,42759100,13090280144,12197507188
Citigroup (US),US,USA,2013,2098925095025,305201943143,371635849281,431803349795,218100680044433,8045771876180,240020302976,43123780704952,94346312765,33126676802,608109636415,538376477143
Commerzbank (DE),DE,Germany,2013,686192000000,196056000000,198439000000,96284000000,27556575861315,192435521857,25429000000,7294752000000,48706000000,2182000000,260690000000,133954000000
Commonwealth (AU),AU,Australia,2013,590980419385,41154164779,84427360358,210946209720,5118845405839,634117876,1199507229,1802620112274,29710821491,571224794,84732328315,143623251594
Crédit Agricole (FR),FR,France,2013,1746395390640,163301147700,286461487785,250134634575,20175276714613,2254000000000,65360162425,13817621457838,62090918619,7462462095,355550201293,305123659365
Crédit Mutuel (FR),FR,France,2013,635772768074,53684815587,45729347453,136575712141,5347472259446,269863000000,1120000000,658495666000,26867194999,4018576826,75917623430,42869132822
Credit Suisse (CH),CH,Switzerland,2013,1030829521341,145306994605,127539097215,173167850649,26416626221841,131150211829,187600195552,40972415292356,96100969248,28579341812,514249755753,475797491161
Danske Bank (DK),DK,Denmark,2013,474469653877,74132967072,16520022010,154333388267,290406172101,78650141547,99419983294,6332416589726,5332537913,1775769847,178818052889,281982440257
DBS Bank (SG),SG,Singapore,2013,274526471187,33989716096,22818543334,42850729445,5477729147975,551608418110,7329877695,888332376306,2193521924,411737682,117026530385,105189502706
Deutsche Bank (DE),DE,Germany,2013,1747748128708,303108213251,249661901382,198552247515,164892429803747,3114659951721,319512000000,49579006437318,130131501948,27383938969,762580206000,674204627000
DnB NOR (NO),NO,Norway,2013,287606123997,39135691798,23018287908,106936478281,13245970683316,137390887935,16806189464,714603715466,1766868432,16024055503,98883175532,88838904494
DZ Bank (DE),DE,Germany,2013,335983802400,140782094141,123554428011,61761766000,4100120248890,525145299000,17146500000,970581686000,19369706816,3120000000,80159859000,48387759000
ES-CAIXA,ES,Spain,2013,376236274774,18550966986,21009781395,82359205946,2376029277450,107207714345,140000000,428133079996,4654739919,1697706000,17367193000,43866000
Goldman Sachs (US),US,USA,2013,1100365237647,244104125757,77544775539,224886520082,6950020299614,627768109322,269016024809,36513117232084,100286418629,31181930229,251371183980,231613370923
Handelsbanken (SE),SE,Sweden,2013,323792993370,24899051346,30298211915,154338433114,12918112161561,173606799254,35924755,889280556578,6172543501,146772245,118384053321,68878146214
HSBC (GB),GB,United Kingdom,2013,2414659973273,396150964101,351346202451,313259665220,56572184993503,4491000712136,255861427398,23786938022958,186014792163,10712840146,1109379888380,1238647071368
ICBC (CN),CN,China,2013,2597932393377,253146207907,157405229637,186588375187,26406222166689,553508882359,39468086463,263297960812,11089219221,17345462422,100836617332,125355308021
Industrial Bank (CN),CN,China,2013,521364078676,121730869055,131034187172,31271837109,7299372530340,369645711092,28895210323,105710515403,10403142959,9439221014,681551360,914526293
ING Bank (NL),NL,Netherlands,2013,934934300000,120153000000,112744000000,136282000000,19088070550606,172406000000,26770000000,3445785000000,34469000000,2601000000,469701000000,456301000000
Intesa (IT),IT,Italy,2013,686739463087,91100216502,52929119469,173891970152,10485571558603,579084000000,7395621,2593371535000,19469662976,6026000000,101155000000,125619000000
Itaú Unibanco (BR),BR,Brazil,2013,400501201765,18486810998,4505419422,110541993884,7832375004174,190856906221,20718153316,189222329321,17461212716,2000245581,55443532405,15580992769
JP Morgan (US),US,USA,2013,2588319772468,305969835247,394647233505,434339061489,233092909026842,15459419178679,368163294718,49310174726940,323633528951,50257414230,502180407261,488531650832
LBBW (DE),DE,Germany,2013,312590794523,132618012364,125891151492,57214709179,4615120843875,220710542186,21621310000,1228572898480,26640922037,2204187901,76883712000,31478995000
Lloyds (GB),GB,United Kingdom,2013,999270272787,46487786170,42660660263,210758066412,32207618697860,12206367055,12180640516,6284904397996,11441765621,9235936186,80653712352,136637879308
Mizuho (JP),JP,Japan,2013,1330908037620,59723405828,87038090636,167292427491,41665327455226,999937411701,49279685126,7313071471252,66189184348,10242398427,242986613624,158165443112
Morgan Stanley (US),US,USA,2013,930118817314,387949965725,132326219207,167794806674,7114759675936,992811197385,189837430113,31622443879448,229402258605,16881299390,256239576407,340807773015
MUFG (JP),JP,Japan,2013,2434170859753,138670727796,172018605855,222625629939,52414321124501,1107503843920,56174834410,7746463127869,80950278403,9070287492,530319531772,354767237900
National Australia Bank (AU),AU,Australia,2013,547246500749,102837954723,65383339732,165838994880,14474896314263,465168903445,1501588536,2367984955720,16578810862,5495039874,142546037693,213204305194
Nationwide (GB),GB,United Kingdom,2013,253251529281,2948302746,7647834951,37491903556,1021557708933, -   , -   ,134820678877,3418495861,98356723,7904522009,7903322537
Nomura (JP),JP,Japan,2013,489792262903,101648856736,82544585311,54650248997,6121213360058,196705670751,82207387039,17275978696799,47791700596,4346323955,173290738240,143942056942
Nordea (FI),FI,Finland,2013,663362300000,91594000000,66764000000,234109000000,13532755093936,627942000000,37233000000,6037650000000,8533000000,2966000000,385793000000,312891000000
Norinchukin (JP),JP,Japan,2013,584738289610,78549205708,59623901589,47838260299,2659134527959,42923064642,400877558,193943042589,83084265699,9924910215,294765479462,101203814707
Ping An (CN),CN,China,2013,286449207447,12911907349,54489582788,14939461623,4822341304543,96880262747,6186295542,58327186286,575870454,1317507,992078190,6539606378
PNC (US),US,USA,2013,308452641423,12836632580,9524327455,49012036811,1453304328182,116742803219,7283010655,182712638586,18795394813,7711625694,3549416284,1442244942
Rabobank (NL),NL,Netherlands,2013,731867100000,45189000000,44298000000,206914000000,18966425467165,8237000000,13995000000,2821127000000,1521000000,2438000000,232168000000,73823000000
RBC (CA),CA,Canada,2013,704334301576,51657553481,79410637639,152573056307,21263986892577,2131281411510,164814941031,5360965574646,13441377310,5270411015,198679880706,100744053569
RBS (GB),GB,United Kingdom,2013,1394037783122,208002878696,199022430095,140782055870,47446896829188,61517332363,115440806024,45795869009316,38064051810,8109631761,460958378230,346654671881
Santander (ES),ES,Spain,2013,1379106714974,102202229772,128858697000,275850447900,11527072658071,874230267949,27431685517,3815072000000,26710493386,1431381000,732557542123,651697604286
Sberbank (RU),RU,Russia,2013,471333798589,30156144314,38607638171,70956203506,3183362618584,3150606967,10326148422,65688390220,30472840990,7989039095,116569973275,102235391254
SEB (SE),SE,Sweden,2013,281513482728,38748401933,47734808126,104141745617,5428709183361,672528810114,20149226633,1392197145656,21240344524,2907180179,123824711102,139191327587
Shanghai Pudong (CN),CN,China,2013,547312316668,42792513355,95588263135,29689378437,6110560153453,211287827450,23608053612,40318691015,8282860051,598866945,3057804748,24797345361
SMFG (JP),JP,Japan,2013,1232147063597,182070729557,120244143858,197334559354,16673140560542,72460972137,39899445937,4164715067112,91636366182,6944246559,241267324168,123332220471
SMTH (JP),JP,Japan,2013,317284600622,43355237891,42125414779,61368318402,14576872833716,1754143090913,190333058,1152476048465,14502729472,3837486197,48804125422,44772941048
Société Générale (FR),FR,France,2013,1296685151464,109774202232,199270286936,220094465934,23531908421072,3545000000000,77258167379,18272869093686,122708931198,5780608384,438088000000,348589910499
Standard Chartered (GB),GB,United Kingdom,2013,583762794934,138732744293,87292000803,90505547051,14221183393391,587922473058,88362700268,3970144295016,48551229038,3236893625,396599956295,361186280727
State Bank of India (IN),IN,India,2013,350083800776,7639446858,5974685659,11535365730,744707890403,13720345767,49785631,84124208996,2258697913,604725554,30556288004,42026077273
State Street (US),US,USA,2013,250473620352,22038308306,151738878178,31050802682,42870125405971,14800281335488, -   ,827415451692,38981523438,5484459427,34404313666,90574287533
Toronto Dominion (CA),CA,Canada,2013,658333233196,50344926384,20503237258,142710143018,13383970879471,226683408753,10784923767,3211307665073,36017450604,1884670438,214491117840,196450911992
UBS (CH),CH,Switzerland,2013,927629931096,121037756158,113894008842,155608504439,20991169752457,2377863241232,83710637077,24600172700996,71418132961,12247474751,431003599817,370760290092
Unicredit (IT),IT,Italy,2013,1004589780141,143438998515,106319152677,195001283000,6969024152167,504908152000,62564722000,2704552516000,5254705000,7412000000,433361884944,410000177547
US Bancorp (US),US,USA,2013,380419258746,8309767235,15870495243,100704807433,5016480310734,695718946791,12471176848,76861721374,9398158214,2930896960,2390689579,24479008036
Wells Fargo (US),US,USA,2013,1422162786612,79952867772,93463853191,368151692949,20855059811172,1740265389600,62321078933,3538246680846,92640852684,26953085332,50833152030,94437676698
Westpac (AU),AU,Australia,2013,538947556152,42580124759,85105666017,184609833024,10702315885632,693120664,738831615,1686335991191,18531803385,863645205,62198664314,107324126272
